예보일시,시도명,시군구명,읍면동명,실효습도,풍속,등급
2017-12-13 14:00,울산광역시,울주군,범서읍,27.6,7.2,주의보
2017-12-13 14:00,전라남도,여수시,오림동,41.5,7.9,주의보
2017-12-13 14:00,전라남도,여수시,신기동,39.9,8.6,주의보
2017-12-13 14:00,전라남도,여수시,평여동,39.2,8.7,주의보
2017-12-13 14:00,전라남도,여수시,월내동,38.8,7.2,주의보
2017-12-13 14:00,전라남도,여수시,호명동,40.7,8,주의보
2017-12-13 14:00,전라남도,여수시,돌산읍,35.4,8.7,주의보
2017-12-13 14:00,전라남도,여수시,소라면,38.6,7.2,주의보
2017-12-13 14:00,전라남도,여수시,소라면,39.8,7.8,주의보
2017-12-13 14:00,전라남도,여수시,소라면,39,8.7,주의보
2017-12-13 14:00,전라남도,여수시,소라면,40.5,8.8,주의보
2017-12-13 15:00,전라남도,여수시,오림동,41.1,7.7,주의보
2017-12-13 15:00,전라남도,여수시,신기동,39.4,8.2,주의보
2017-12-13 15:00,전라남도,여수시,평여동,38.8,8.2,주의보
2017-12-13 15:00,전라남도,여수시,호명동,40.3,7.7,주의보
2017-12-13 15:00,전라남도,여수시,돌산읍,35,8.5,주의보
2017-12-13 15:00,전라남도,여수시,소라면,39.3,7.5,주의보
2017-12-13 15:00,전라남도,여수시,소라면,38.5,8.2,주의보
2017-12-13 15:00,전라남도,여수시,소라면,40,8.5,주의보
2017-12-13 16:00,전라남도,여수시,돌산읍,34.7,7.9,주의보
2017-12-16 11:00,대구광역시,달성군,유가면,35.2,7.9,주의보
2017-12-16 11:00,강원도,삼척시,원덕읍,36.6,7,주의보
2017-12-16 11:00,경상북도,경주시,천군동,36,8.6,주의보
2017-12-16 12:00,대구광역시,달성군,유가면,34.5,7.5,주의보
2017-12-16 12:00,울산광역시,울주군,웅촌면,34.2,7.1,주의보
2017-12-16 12:00,강원도,고성군,죽왕면,32.7,7.3,주의보
2017-12-16 12:00,전라남도,여수시,평여동,38.1,7.4,주의보
2017-12-16 12:00,전라남도,여수시,소라면,37.3,7.6,주의보
2017-12-16 12:00,전라남도,여수시,소라면,36.6,7.5,주의보
2017-12-16 12:00,전라남도,여수시,소라면,35.2,7.2,주의보
2017-12-16 12:00,경상북도,경주시,천군동,35.2,8.3,주의보
2017-12-16 12:00,경상남도,창원시 마산회원구,내서읍,36.2,7.3,주의보
2017-12-16 12:00,경상남도,진주시,이반성면,37.4,7.3,주의보
2017-12-16 12:00,경상남도,진주시,사봉면,36,7,주의보
2017-12-16 12:00,경상남도,진주시,지수면,36.7,7,주의보
2017-12-16 12:00,경상남도,의령군,지정면,43.7,7.5,주의보
2017-12-16 12:00,경상남도,함안군,가야읍,40.5,8.2,주의보
2017-12-16 12:00,경상남도,함안군,가야읍,39.1,8.1,주의보
2017-12-16 12:00,경상남도,함안군,함안면,38.2,7.4,주의보
2017-12-16 12:00,경상남도,함안군,군북면,38.4,7.1,주의보
2017-12-16 12:00,경상남도,함안군,군북면,42.3,7.9,주의보
2017-12-16 12:00,경상남도,함안군,대산면,42.6,7.9,주의보
2017-12-16 12:00,경상남도,함안군,대산면,43.2,8.5,주의보
2017-12-16 12:00,경상남도,함안군,칠북면,40.5,7.8,주의보
2017-12-16 12:00,경상남도,함안군,칠원면,37.8,7.8,주의보
2017-12-16 12:00,경상남도,함안군,칠원면,38.4,8,주의보
2017-12-16 12:00,경상남도,함안군,산인면,38.7,8.3,주의보
2017-12-16 12:00,경상남도,함안군,여항면,37.2,7,주의보
2017-12-16 12:00,경상남도,창녕군,남지읍,42.6,7.8,주의보
2017-12-16 12:00,경상남도,창녕군,길곡면,41.3,7.1,주의보
2017-12-16 13:00,강원도,고성군,죽왕면,32.1,8.4,주의보
2017-12-16 13:00,경상북도,경주시,천군동,34.6,7.4,주의보
2017-12-16 13:00,경상북도,영주시,안정면,43.1,7.4,주의보
2017-12-16 14:00,강원도,고성군,죽왕면,31.7,7,주의보
2017-12-16 14:00,강원도,고성군,토성면,29.9,7.2,주의보
2017-12-16 14:00,강원도,고성군,토성면,32.3,7.6,주의보
2017-12-16 14:00,전라남도,여수시,소라면,36.3,7,주의보
2017-12-16 14:00,전라남도,여수시,소라면,35.7,7.1,주의보
2017-12-16 14:00,경상북도,영주시,안정면,42.7,7.4,주의보
2017-12-16 15:00,강원도,고성군,죽왕면,31.4,7.3,주의보
2017-12-16 16:00,강원도,정선군,정선읍,41,7.1,주의보
2017-12-17 12:00,대구광역시,달성군,유가면,33.6,7.7,주의보
2017-12-17 12:00,경상남도,진주시,이반성면,35.8,7,주의보
2017-12-17 13:00,경상북도,경주시,내남면,33.5,7.1,주의보
2017-12-17 13:00,경상북도,경주시,산내면,34,7,주의보
2017-12-17 13:00,경상북도,울진군,기성면,42.1,7.2,주의보
2017-12-17 13:00,경상북도,울진군,기성면,41.8,7.7,주의보
2017-12-17 13:00,경상북도,울진군,온정면,42,7.3,주의보
2017-12-26 18:00,울산광역시,울주군,언양읍,43,7.3,주의보
2017-12-26 18:00,울산광역시,울주군,두서면,42,7.2,주의보
2017-12-26 18:00,울산광역시,울주군,두서면,42.8,7.9,주의보
2017-12-26 18:00,울산광역시,울주군,두서면,42.9,8.3,주의보
2017-12-27 13:00,전라남도,여수시,소라면,39.4,8.6,주의보
2017-12-27 14:00,전라남도,여수시,소라면,39.1,9.2,주의보
2017-12-27 15:00,전라남도,여수시,소라면,38.8,7.3,주의보
2017-12-27 16:00,전라남도,여수시,소라면,38.6,7.4,주의보
2017-12-27 17:00,전라남도,여수시,소라면,38.4,7,주의보
2017-12-29 14:00,전라남도,여수시,율촌면,40.5,7.4,주의보
2018-01-02 12:00,강원도,고성군,토성면,33.3,8.1,주의보
2018-01-02 12:00,강원도,고성군,토성면,34.2,7.6,주의보
2018-01-02 12:00,강원도,고성군,토성면,30.3,7,주의보
2018-01-02 13:00,강원도,고성군,죽왕면,32.7,7.8,주의보
2018-01-02 13:00,강원도,고성군,토성면,28.8,7.2,주의보
2018-01-02 13:00,강원도,고성군,토성면,33,8.9,주의보
2018-01-02 13:00,강원도,고성군,토성면,30,7.4,주의보
2018-01-02 13:00,강원도,고성군,토성면,33.9,8.2,주의보
2018-01-02 14:00,강원도,인제군,북면,36,7.7,주의보
2018-01-02 14:00,강원도,고성군,토성면,33.6,7.6,주의보
2018-01-02 14:00,강원도,고성군,토성면,32.8,7.6,주의보
2018-01-03 11:00,전라남도,여수시,소라면,37.7,7.2,주의보
2018-01-03 11:00,전라남도,여수시,소라면,39.4,7.3,주의보
2018-01-03 11:00,전라남도,여수시,소라면,37.8,7.1,주의보
2018-01-03 12:00,전라남도,여수시,소라면,39,8.1,주의보
2018-01-03 12:00,전라남도,여수시,소라면,37.5,7.7,주의보
2018-01-03 12:00,전라남도,여수시,소라면,37.4,7.4,주의보
2018-01-03 13:00,전라남도,여수시,소라면,37.3,7.3,주의보
2018-01-03 13:00,전라남도,여수시,소라면,38.7,7.7,주의보
2018-01-03 14:00,전라남도,여수시,돌산읍,36.3,7.3,주의보
2018-01-03 14:00,전라남도,여수시,소라면,38.5,7.1,주의보
2018-01-03 15:00,전라남도,여수시,돌산읍,36,8.1,주의보
2018-01-03 15:00,전라남도,여수시,소라면,38.2,7,주의보
2018-01-03 16:00,전라남도,여수시,월내동,37.8,7,주의보
2018-01-03 16:00,전라남도,여수시,돌산읍,35.8,9,주의보
2018-01-03 16:00,전라남도,여수시,돌산읍,38.9,7.1,주의보
2018-01-03 16:00,전라남도,여수시,소라면,38.1,7.2,주의보
2018-01-03 17:00,전라남도,여수시,돌산읍,35.7,7.9,주의보
2018-01-05 15:00,전라남도,여수시,소라면,36.4,8.2,주의보
2018-01-05 15:00,전라남도,여수시,소라면,33.1,7.3,주의보
2018-01-05 15:00,전라남도,여수시,소라면,35.1,7.8,주의보
2018-01-09 13:00,경상북도,울진군,근남면,36.4,7.7,주의보
2018-01-10 15:00,경상북도,울진군,죽변면,32.4,7,주의보
2018-01-11 15:00,경상북도,포항시 남구,장기면,33.1,7,주의보
2018-01-23 12:00,울산광역시,울주군,범서읍,39.2,8.1,주의보
2018-01-23 12:00,경상북도,영덕군,축산면,37.3,7.1,주의보
2018-01-23 13:00,울산광역시,울주군,범서읍,38.6,7.1,주의보
2018-01-24 9:00,경상북도,포항시 남구,장기면,32.9,7,주의보
2018-01-24 9:00,경상북도,포항시 남구,장기면,28.3,8.8,주의보
2018-01-24 9:00,경상북도,경주시,감포읍,28.8,7.1,주의보
2018-01-24 10:00,경상북도,포항시 남구,장기면,28,7.4,주의보
2018-01-24 10:00,경상북도,포항시 남구,장기면,44.4,7.5,주의보
2018-01-24 10:00,경상북도,경주시,감포읍,28.5,7.5,주의보
2018-01-24 11:00,경상북도,포항시 남구,장기면,27.8,7.5,주의보
2018-01-24 12:00,경상북도,포항시 남구,장기면,32,7.9,주의보
2018-01-24 12:00,경상북도,포항시 남구,장기면,27.7,7.6,주의보
2018-01-24 12:00,경상북도,포항시 북구,흥해읍,34.2,7,주의보
2018-01-24 13:00,경상북도,포항시 남구,장기면,27.6,7.8,주의보
2018-01-24 13:00,경상북도,포항시 남구,장기면,41,8.4,주의보
2018-01-24 13:00,경상북도,경주시,감포읍,28,8.7,주의보
2018-01-24 14:00,경상북도,포항시 남구,장기면,31.7,7.9,주의보
2018-01-24 14:00,경상북도,포항시 남구,장기면,27.5,7.8,주의보
2018-01-24 14:00,경상북도,경주시,감포읍,27.9,7,주의보
2018-01-24 15:00,경상북도,포항시 남구,청림동,33.3,7.3,주의보
2018-01-24 15:00,경상북도,포항시 남구,장기면,27.4,7.9,주의보
2018-01-24 15:00,경상북도,포항시 남구,장기면,31.5,7,주의보
2018-01-24 15:00,경상북도,포항시 남구,장기면,39.4,7.8,주의보
2018-01-24 15:00,경상북도,포항시 북구,기계면,33.8,7.2,주의보
2018-01-24 15:00,경상북도,경주시,감포읍,27.7,7.8,주의보
2018-01-24 15:00,경상북도,영덕군,영해면,27.3,7,주의보
2018-01-24 16:00,경상북도,포항시 남구,청림동,33.2,7.1,주의보
2018-01-24 16:00,경상북도,포항시 남구,장기면,38.8,8.1,주의보
2018-01-24 16:00,경상북도,포항시 남구,장기면,27.3,8,주의보
2018-01-24 16:00,경상북도,경주시,감포읍,27.7,8.1,주의보
2018-01-25 11:00,경상북도,포항시 남구,연일읍,26.7,7,주의보
2018-01-25 12:00,경상남도,사천시,서포면,28.1,7,주의보
2018-01-25 13:00,경상북도,포항시 남구,장기면,23.7,8.1,주의보
2018-01-25 22:00,경상북도,포항시 남구,장기면,23.8,7.9,주의보
2018-01-26 13:00,경상북도,경주시,천군동,28,7.1,주의보
2018-01-28 9:00,전라남도,여수시,소라면,27.9,7,주의보
2018-01-28 10:00,전라남도,여수시,소라면,29.3,7.4,주의보
2018-01-28 10:00,전라남도,여수시,소라면,27.9,7.1,주의보
2018-01-28 15:00,전라남도,여수시,소라면,29.9,7.2,주의보
2018-01-29 13:00,경상남도,함안군,산인면,32.6,7.1,주의보
2018-01-29 15:00,경상남도,함안군,군북면,33.2,7,주의보
2018-02-02 11:00,전라남도,보성군,벌교읍,42.7,7.5,주의보
2018-02-02 12:00,전라남도,보성군,벌교읍,41.9,7.4,주의보
2018-02-02 13:00,전라남도,보성군,벌교읍,41.4,7,주의보
2018-02-03 12:00,경상북도,포항시 북구,우현동,31.6,7.3,주의보
2018-02-03 12:00,경상북도,포항시 북구,흥해읍,32.4,7.2,주의보
2018-02-03 14:00,경상북도,포항시 북구,우현동,30.7,7.3,주의보
2018-02-03 14:00,경상북도,경주시,천군동,35.7,7.7,주의보
2018-02-03 14:00,경상북도,울진군,후포면,39.2,7.1,주의보
2018-02-03 14:00,경상남도,창원시 마산합포구,진전면,32.1,7.1,주의보
2018-02-03 14:00,경상남도,창원시 마산합포구,진전면,34.5,7,주의보
2018-02-03 14:00,경상남도,진주시,이반성면,35.6,7,주의보
2018-02-03 14:00,경상남도,진주시,이반성면,34.6,7.2,주의보
2018-02-03 14:00,경상남도,고성군,개천면,33,7.1,주의보
2018-02-03 14:00,경상남도,고성군,구만면,31.3,7,주의보
2018-02-03 14:00,경상남도,고성군,구만면,31.8,7.5,주의보
2018-02-03 15:00,대구광역시,달성군,유가면,40.9,7,주의보
2018-02-03 15:00,울산광역시,울주군,언양읍,30.5,7,주의보
2018-02-03 15:00,경상북도,포항시 북구,우현동,30.3,7.9,주의보
2018-02-03 15:00,경상북도,포항시 북구,흥해읍,32.2,7,주의보
2018-02-03 15:00,경상북도,포항시 북구,흥해읍,31.1,7.6,주의보
2018-02-03 15:00,경상북도,경주시,천군동,35.2,8.1,주의보
2018-02-03 15:00,경상북도,청도군,각북면,37.9,7.3,주의보
2018-02-03 15:00,경상북도,울진군,후포면,38.7,7.3,주의보
2018-02-04 15:00,부산광역시,사하구,다대동,30.4,7,주의보
2018-02-04 15:00,울산광역시,울주군,언양읍,28.8,8.1,주의보
2018-02-04 15:00,울산광역시,울주군,언양읍,28.9,7.2,주의보
2018-02-04 15:00,울산광역시,울주군,범서읍,28.3,7.6,주의보
2018-02-04 15:00,울산광역시,울주군,두동면,27.9,7,주의보
2018-02-04 16:00,울산광역시,울주군,범서읍,28.1,7.2,주의보
2018-02-04 16:00,경상북도,경주시,천군동,32.1,7.6,주의보
2018-02-05 12:00,경상북도,경주시,천군동,30.1,7.2,주의보
2018-02-05 12:00,경상남도,의령군,정곡면,36.8,7.3,주의보
2018-02-05 12:00,경상남도,함안군,가야읍,35.4,7.5,주의보
2018-02-05 12:00,경상남도,함안군,가야읍,33.5,7.3,주의보
2018-02-05 12:00,경상남도,함안군,군북면,40.2,8.5,주의보
2018-02-05 12:00,경상남도,함안군,군북면,34.3,7.2,주의보
2018-02-05 12:00,경상남도,함안군,대산면,37.6,7,주의보
2018-02-05 13:00,경상북도,경주시,천군동,29.8,8.4,주의보
2018-02-05 13:00,경상남도,진주시,이반성면,31.6,7.1,주의보
2018-02-05 13:00,경상남도,진주시,이반성면,30.3,7.1,주의보
2018-02-05 13:00,경상남도,함안군,가야읍,32.9,7.5,주의보
2018-02-05 13:00,경상남도,함안군,가야읍,34.8,7.5,주의보
2018-02-05 13:00,경상남도,함안군,함안면,31.2,7.6,주의보
2018-02-05 13:00,경상남도,함안군,군북면,39.7,7.9,주의보
2018-02-05 13:00,경상남도,함안군,대산면,36.9,7.2,주의보
2018-02-05 13:00,경상남도,함안군,대산면,36.8,7.6,주의보
2018-02-05 13:00,경상남도,함안군,칠원면,31.3,7.3,주의보
2018-02-05 13:00,경상남도,함안군,산인면,31.8,7.8,주의보
2018-02-05 13:00,경상남도,창녕군,남지읍,37.2,7.1,주의보
2018-02-05 14:00,경상북도,경주시,천군동,29.5,8.3,주의보
2018-02-05 14:00,경상북도,경주시,내남면,29.3,8,주의보
2018-02-05 14:00,경상남도,창원시 의창구,북면,31.9,7.2,주의보
2018-02-05 14:00,경상남도,의령군,용덕면,34.6,7,주의보
2018-02-05 14:00,경상남도,의령군,정곡면,35.5,7.2,주의보
2018-02-05 14:00,경상남도,의령군,정곡면,35.4,7,주의보
2018-02-05 14:00,경상남도,의령군,지정면,36.8,7.4,주의보
2018-02-05 14:00,경상남도,의령군,지정면,36,7.2,주의보
2018-02-05 14:00,경상남도,의령군,낙서면,35.2,7,주의보
2018-02-05 14:00,경상남도,의령군,부림면,35.8,7.2,주의보
2018-02-05 14:00,경상남도,의령군,부림면,34.9,7.2,주의보
2018-02-05 14:00,경상남도,의령군,유곡면,34,7.2,주의보
2018-02-05 14:00,경상남도,함안군,가야읍,32.3,7,주의보
2018-02-05 14:00,경상남도,함안군,가야읍,34.2,7.3,주의보
2018-02-05 14:00,경상남도,함안군,군북면,39.3,8.4,주의보
2018-02-05 14:00,경상남도,함안군,군북면,33.1,7,주의보
2018-02-05 14:00,경상남도,함안군,대산면,36.2,7.4,주의보
2018-02-05 14:00,경상남도,함안군,대산면,36.2,7.7,주의보
2018-02-05 14:00,경상남도,함안군,칠북면,33.4,7.7,주의보
2018-02-05 14:00,경상남도,함안군,칠원면,30.8,7.2,주의보
2018-02-05 14:00,경상남도,함안군,산인면,31.2,7,주의보
2018-02-05 14:00,경상남도,창녕군,남지읍,36.5,7.9,주의보
2018-02-05 14:00,경상남도,창녕군,남지읍,36.3,7.3,주의보
2018-02-05 14:00,경상남도,창녕군,이방면,34.3,7,주의보
2018-02-05 14:00,경상남도,창녕군,영산면,36.4,7.5,주의보
2018-02-05 14:00,경상남도,창녕군,도천면,34.3,7.3,주의보
2018-02-05 14:00,경상남도,창녕군,길곡면,35.2,7.7,주의보
2018-02-05 15:00,경상북도,경주시,천군동,29.2,7.1,주의보
2018-02-05 15:00,경상북도,영주시,안정면,31.1,7.1,주의보
2018-02-05 15:00,경상북도,영천시,고경면,29.1,7,주의보
2018-02-05 15:00,경상북도,상주시,중동면,29.3,7.2,주의보
2018-02-05 15:00,경상남도,창원시 의창구,북면,31.4,7.7,주의보
2018-02-05 15:00,경상남도,창원시 의창구,북면,30,7.6,주의보
2018-02-05 15:00,경상남도,창원시 의창구,대산면,30.2,7.1,주의보
2018-02-05 15:00,경상남도,진주시,이반성면,29.5,7.5,주의보
2018-02-05 15:00,경상남도,진주시,이반성면,30.8,7.4,주의보
2018-02-05 15:00,경상남도,김해시,진영읍,30.3,7.1,주의보
2018-02-05 15:00,경상남도,김해시,한림면,31.5,7.3,주의보
2018-02-05 15:00,경상남도,김해시,한림면,32.5,7.3,주의보
2018-02-05 15:00,경상남도,의령군,지정면,36.3,7.3,주의보
2018-02-05 15:00,경상남도,함안군,가야읍,33.8,7.5,주의보
2018-02-05 15:00,경상남도,함안군,가야읍,31.9,7.7,주의보
2018-02-05 15:00,경상남도,함안군,함안면,30.3,7.9,주의보
2018-02-05 15:00,경상남도,함안군,군북면,38.9,8.1,주의보
2018-02-05 15:00,경상남도,함안군,대산면,35.6,8.1,주의보
2018-02-05 15:00,경상남도,함안군,대산면,35.7,7.5,주의보
2018-02-05 15:00,경상남도,함안군,칠북면,32.9,8.2,주의보
2018-02-05 15:00,경상남도,함안군,칠원면,30.4,8.2,주의보
2018-02-05 15:00,경상남도,함안군,칠원면,32.8,7.3,주의보
2018-02-05 15:00,경상남도,함안군,산인면,30.8,8,주의보
2018-02-05 15:00,경상남도,창녕군,남지읍,35.7,7.1,주의보
2018-02-05 15:00,경상남도,창녕군,남지읍,36,8.1,주의보
2018-02-05 15:00,경상남도,창녕군,영산면,35.8,7.6,주의보
2018-02-05 15:00,경상남도,창녕군,도천면,33.8,7.6,주의보
2018-02-05 15:00,경상남도,창녕군,길곡면,34.7,8.1,주의보
2018-02-05 15:00,경상남도,창녕군,부곡면,30.1,7.2,주의보
2018-02-05 15:00,경상남도,창녕군,부곡면,30.4,7.4,주의보
2018-02-05 16:00,경상북도,경주시,천군동,29.1,7.5,주의보
2018-02-05 16:00,경상남도,김해시,한림면,32.3,7,주의보
2018-02-05 18:00,경상북도,청도군,화양읍,31.2,7.1,주의보
2018-02-10 14:00,전라남도,여수시,소라면,40,7.1,주의보
2018-02-10 14:00,전라남도,여수시,소라면,41.6,7.8,주의보
2018-02-10 14:00,전라남도,여수시,소라면,39.8,7,주의보
2018-02-10 14:00,전라남도,여수시,소라면,42.1,7.9,주의보
2018-02-10 15:00,전라남도,여수시,오림동,42.8,7.5,주의보
2018-02-10 15:00,전라남도,여수시,신기동,43.1,7.3,주의보
2018-02-10 15:00,전라남도,여수시,평여동,42.6,7.4,주의보
2018-02-10 15:00,전라남도,여수시,호명동,42.6,7.6,주의보
2018-02-10 15:00,전라남도,여수시,소라면,40.7,7.1,주의보
2018-02-10 15:00,전라남도,여수시,소라면,41.2,7.1,주의보
2018-02-10 16:00,경상북도,영주시,안정면,39.4,7.1,주의보
2018-02-10 17:00,전라남도,여수시,오림동,41.7,8.5,주의보
2018-02-10 17:00,전라남도,여수시,경호동,42.4,7.7,주의보
2018-02-10 17:00,전라남도,여수시,평여동,41.4,9.5,주의보
2018-02-10 17:00,전라남도,여수시,월내동,39.8,8,주의보
2018-02-10 17:00,전라남도,여수시,호명동,41.5,8.8,주의보
2018-02-10 17:00,전라남도,여수시,돌산읍,44.3,7.4,주의보
2018-02-10 17:00,전라남도,여수시,돌산읍,38.9,9.6,주의보
2018-02-10 17:00,전라남도,여수시,소라면,39.5,9.9,주의보
2018-02-10 17:00,전라남도,여수시,소라면,40,9.6,주의보
2018-02-10 17:00,전라남도,여수시,소라면,37.8,8.9,주의보
2018-02-10 17:00,전라남도,여수시,소라면,38.1,9,주의보
2018-02-10 17:00,전라남도,여수시,율촌면,39.1,8.1,주의보
2018-02-10 17:00,전라남도,여수시,화양면,41,7.4,주의보
2018-02-10 17:00,전라남도,여수시,화양면,41.2,7,주의보
2018-02-10 17:00,전라남도,순천시,별량면,43.4,7,주의보
2018-02-10 17:00,전라남도,순천시,별량면,41.3,7.4,주의보
2018-02-10 17:00,전라남도,순천시,별량면,44.1,7,주의보
2018-02-10 18:00,강원도,인제군,북면,33.6,7.7,주의보
2018-02-10 18:00,강원도,인제군,북면,33.4,7.2,주의보
2018-02-10 18:00,강원도,고성군,토성면,32.9,7.5,주의보
2018-02-10 18:00,강원도,고성군,토성면,32.7,7.4,주의보
2018-02-10 18:00,전라남도,여수시,오림동,41.3,7.5,주의보
2018-02-10 18:00,전라남도,여수시,신기동,41.4,7.2,주의보
2018-02-10 18:00,전라남도,여수시,돌산읍,44.6,7.3,주의보
2018-02-10 18:00,전라남도,여수시,돌산읍,38.8,10.8,주의보
2018-02-10 18:00,전라남도,여수시,돌산읍,43.8,7.7,주의보
2018-02-10 18:00,전라남도,여수시,소라면,39.6,7,주의보
2018-02-10 18:00,전라남도,여수시,화양면,40.5,7.2,주의보
2018-02-10 18:00,전라남도,고흥군,금산면,44.6,7.5,주의보
2018-02-10 19:00,강원도,고성군,토성면,32.6,7.6,주의보
2018-02-10 19:00,강원도,고성군,토성면,32.3,7.8,주의보
2018-02-10 22:00,경상남도,거제시,거제면,37.2,7.5,주의보
2018-02-10 22:00,경상남도,거제시,사등면,38.7,7.6,주의보
2018-02-10 23:00,경상남도,거제시,고현동,36.5,7.3,주의보
2018-02-11 11:00,강원도,고성군,거진읍,0,7,주의보
2018-02-11 11:00,강원도,고성군,죽왕면,0,7,주의보
2018-02-11 12:00,강원도,속초시,노학동,24.4,7,주의보
2018-02-11 12:00,강원도,고성군,거진읍,22.4,7.5,주의보
2018-02-11 12:00,강원도,고성군,죽왕면,25.9,7.9,주의보
2018-02-11 12:00,경상북도,영주시,이산면,28.6,8.2,주의보
2018-02-11 12:00,경상북도,봉화군,봉성면,31.8,7.6,주의보
2018-02-11 12:00,경상북도,봉화군,상운면,29.4,7.1,주의보
2018-02-11 12:00,경상북도,울진군,북면,27.1,7.3,주의보
2018-02-11 12:00,경상북도,울진군,북면,26.2,8.1,주의보
2018-02-11 12:00,경상북도,울진군,북면,27.8,7.1,주의보
2018-02-11 12:00,경상북도,울진군,원남면,28.8,7.2,주의보
2018-02-11 12:00,경상남도,의령군,정곡면,41,7.3,주의보
2018-02-11 12:00,경상남도,의령군,지정면,40.7,7.7,주의보
2018-02-11 12:00,경상남도,의령군,지정면,40.1,7.2,주의보
2018-02-11 12:00,경상남도,함안군,가야읍,39.6,7.8,주의보
2018-02-11 12:00,경상남도,함안군,가야읍,39.5,7.3,주의보
2018-02-11 12:00,경상남도,함안군,군북면,38.4,8.9,주의보
2018-02-11 12:00,경상남도,함안군,대산면,40.8,7.9,주의보
2018-02-11 12:00,경상남도,함안군,대산면,40.9,7.9,주의보
2018-02-11 12:00,경상남도,함안군,칠북면,40.3,7.2,주의보
2018-02-11 12:00,경상남도,함안군,산인면,37.9,7.3,주의보
2018-02-11 12:00,경상남도,창녕군,남지읍,41.5,7.6,주의보
2018-02-11 13:00,강원도,속초시,노학동,24.3,7.5,주의보
2018-02-11 13:00,강원도,고성군,거진읍,22.3,8.2,주의보
2018-02-11 13:00,강원도,고성군,죽왕면,25.9,8.3,주의보
2018-02-11 13:00,경상북도,포항시 남구,구룡포읍,31.2,7,주의보
2018-02-11 13:00,경상북도,포항시 남구,장기면,27.9,7.3,주의보
2018-02-11 13:00,경상북도,포항시 북구,흥해읍,31.7,7,주의보
2018-02-11 13:00,경상북도,경주시,천군동,36.1,7,주의보
2018-02-11 13:00,경상북도,영주시,이산면,28.4,8.4,주의보
2018-02-11 13:00,경상북도,봉화군,봉화읍,29.9,8.3,주의보
2018-02-11 13:00,경상북도,봉화군,봉화읍,31.3,8.2,주의보
2018-02-11 13:00,경상북도,봉화군,봉화읍,29.7,7.4,주의보
2018-02-11 13:00,경상북도,봉화군,봉화읍,30,8.2,주의보
2018-02-11 13:00,경상북도,봉화군,재산면,36.6,8.2,주의보
2018-02-11 13:00,경상북도,봉화군,상운면,29.1,7.3,주의보
2018-02-11 13:00,경상북도,울진군,울진읍,27.7,7.3,주의보
2018-02-11 13:00,경상북도,울진군,북면,25.9,8,주의보
2018-02-11 13:00,경상북도,울진군,근남면,29.3,7.6,주의보
2018-02-11 13:00,경상북도,울진군,원남면,28.6,7.9,주의보
2018-02-11 13:00,경상남도,밀양시,상남면,42,7,주의보
2018-02-11 13:00,경상남도,함안군,군북면,38.2,7.6,주의보
2018-02-11 14:00,대구광역시,달성군,유가면,35.5,7.4,주의보
2018-02-11 14:00,강원도,삼척시,원덕읍,28.4,7.3,주의보
2018-02-11 14:00,강원도,고성군,죽왕면,25.8,8.7,주의보
2018-02-11 14:00,경상북도,영주시,이산면,28.1,8.3,주의보
2018-02-11 14:00,경상북도,영주시,안정면,33.5,7.5,주의보
2018-02-11 14:00,경상북도,봉화군,봉화읍,29.8,8.2,주의보
2018-02-11 14:00,경상북도,봉화군,봉화읍,29.4,7.4,주의보
2018-02-11 14:00,경상북도,봉화군,봉화읍,29.7,8.5,주의보
2018-02-11 14:00,경상북도,봉화군,봉화읍,31,8.2,주의보
2018-02-11 14:00,경상북도,봉화군,재산면,36.2,8.2,주의보
2018-02-11 14:00,경상북도,봉화군,상운면,28.8,7.3,주의보
2018-02-11 14:00,경상북도,울진군,울진읍,27.5,7,주의보
2018-02-11 14:00,경상북도,울진군,북면,26.6,7.3,주의보
2018-02-11 14:00,경상북도,울진군,북면,25.8,8,주의보
2018-02-11 14:00,경상북도,울진군,북면,27.4,7.6,주의보
2018-02-11 14:00,경상북도,울진군,근남면,29.2,7.1,주의보
2018-02-11 14:00,경상북도,울진군,원남면,28.4,7.1,주의보
2018-02-11 14:00,경상남도,김해시,대동면,32.2,7.4,주의보
2018-02-11 14:00,경상남도,의령군,정곡면,40,7,주의보
2018-02-11 14:00,경상남도,의령군,지정면,39.2,7.1,주의보
2018-02-11 14:00,경상남도,의령군,지정면,39.7,7.4,주의보
2018-02-11 14:00,경상남도,함안군,군북면,38,8,주의보
2018-02-11 14:00,경상남도,함안군,대산면,39.8,7.2,주의보
2018-02-11 14:00,경상남도,함안군,대산면,39.9,7.2,주의보
2018-02-11 14:00,경상남도,함안군,칠북면,39.2,7,주의보
2018-02-11 14:00,경상남도,창녕군,남지읍,40.5,7.4,주의보
2018-02-11 14:00,경상남도,창녕군,길곡면,40.3,7.2,주의보
2018-02-11 15:00,강원도,정선군,정선읍,29.5,7.2,주의보
2018-02-11 15:00,강원도,고성군,거진읍,22.3,7.5,주의보
2018-02-11 15:00,강원도,고성군,죽왕면,25.8,9,주의보
2018-02-11 15:00,전라남도,여수시,소라면,39.5,7,주의보
2018-02-11 15:00,전라남도,여수시,소라면,39.7,7.1,주의보
2018-02-11 15:00,경상북도,영주시,이산면,28,7.6,주의보
2018-02-11 15:00,경상북도,봉화군,봉화읍,29.7,7.2,주의보
2018-02-11 15:00,경상북도,봉화군,봉화읍,29.6,7.6,주의보
